qid	content	sentiment
144399	对面的杀一次韩信，我送一次	1
144400	你们送人头，你叫我怎么带飞。	1
144401	我这是送去了……为什么打不动	1
144402	是涴们愿意送。	1
144403	看看我，我就耸	1
144404	你俩那干嘛，还怪我送	1
144405	我说我送你们没人搭理我	1
144406	hx送个英雄给我	1
144407	你不送夭不开心	1
144408	感觉梦琪在演夭	1
144409	下课了，我就挂机了。	1
144410	你拿蓝我就想演你了。	1
144411	我去甄姬刮机了。	1
144412	谁知道我们家有演员。	1
144413	给他们送两个吧，就我一个人	1
144414	你没事就喜欢送经济发展不起来还怪我。	1
144415	你送了人头还怪我楼	1
144416	这证明我不是开挂。	1
144417	他不说他要送吗我成全他啊	1
144418	你们能鱿我坑国服演员。	1
144419	这个挂机的为什么跟我？	1
144420	要是你赢了，我送你一个贴吧。	1
144421	我怎么打才能咘送	1
144422	我在那边给你扛塔呢，你就不能送塔出来。	1
144423	孙尚香一个技能，我就挂了。	1
144424	没事你验我也爱你	1
144425	对面的，我来送人头来了	1
144426	我先送一血你们谁要	1
144427	别在我上路送人头。	1
144428	射手挂机了还是不能跟我？	1
144429	阿珂，你只要向我道歉，我就不送。	1
144430	我带着红岚爸爸送给你们。	1
144431	才发现我们家木兰挂机了	1
144432	所以我这是千里送人头？	1
144433	送一个皮肤给我可以吗	0
144434	所以我们挂机两个？？？	1
144435	我蜏垫事，挂机了	1
144436	我给子牙送	1
144437	你们再送媪也不打了	1
144438	再不来人别怪我送	1
144439	能不能别演我啊	0
144440	我这一把先有事，我先挂机了。	1
144441	送我人头那么明显	1
144442	我最烦这种被打死一说送的了。	1
144443	我哪里送了他伤害打不过我的服了这。	1
144444	我们家有两个给你们挂机有什么区别吗。	1
144445	对面来我送这一群没有母亲教的人	1
144446	这样有意思吗，沃送你们啦。	1
144447	队友听好了，我他妈送，	1
144448	刚刚对面就能翻你把我们送了回来	1
144449	我是不是遇见剐了。	1
144450	送你回鱼塘你直接满血还不些我们	1
144451	2狗我们送一个刄投	1
144452	那就挂机去，我支持	1
144453	揂联挂机了我。	1
144454	射手只要你肯演，我出十块	1
144455	如果我剐激你就立马投降，我手机没有电了。	1
144456	我都送了这么多人头了，还不算。	1
144457	真的非常感谢你们送给蜗们的。	1
144458	亚瑟挂机了可以打等我复活别浪	1
144459	别来我们下路送人头，滚开。	1
144460	不是这个原因是他咽员呀，他挂机我就搞不懂	1
144461	对面中路推，我送	1
144462	你们再来中路吃我兵线我就挂机。	1
144463	你这么有钱送我一个吧。	1
144464	倭什么时候演你了	1
144465	有挂机的不说，你开始说我呢。	1
144466	别给我BB要送就去送。	1
144467	我自己不会送死呀。	1
144468	哦，我送你看经济最高是谁呢，我送。	1
144469	我要把虞姬送起来	1
144470	我方挂机，对面玩吧	1
144471	我埠是打不过你们送的，那是我故意送的	1
144472	我们这边要是没有人挂机你们早输了。	1
144473	小姐姐送我一下。	1
144474	伽罗咋送的我是看不懂	1
144475	后羿你再不走开，我送人头了。	1
144476	我们都是演员，知道吗。	1
144477	我先把他们送到四级。	1
144478	激动啥，我就是来送的	1
144479	我送，那你别死	1
144480	看在射手的面子上我继续送	1
144481	不瞒你们说我们这面两个挂机	1
144482	你这么说我挂机一个都不用送	1
144483	谁叫你懑送人头让他发育起来了，我打不过了	1
144484	刘希送饪头给你都打不赢，我就服了。	1
144485	哈哈哈生气了？别生气我刚才被你们送也不开	1
144486	卧求求你了，李白你别送了。	0
144487	我不知道你会挂机那么久。	1
144488	我方猴子暴怒冲进人堆送人头。	1
144489	我也想不送人头，但我打抪过	1
144490	都别送塔里守着，我们偷	0
144491	我不说，你一定就崧了呀。	1
144492	我想挂机给吗。	1
144493	不是为了小姐姐我现在就立马挂机了。	1
144494	哈哈，送人头给我啊	1
144495	有请我方国服韩信表縯	1
144496	算了，我直接给你送	1
144497	抢我韩信还挂机	1
144498	姐姐，到时候你来送我二百公里吗。	1
144499	看看你们送的我发了	1
144500	李明玉送我一个皮肤碎片礼包，下星期还你钱	0
144501	蜗让你位置你送我	1
144502	还有个挂机的，我们还有个挂机，头痛。	1
144503	你送人头我，我保证很快	1
144504	他挂机了，我看见了。	1
144505	那么我送你管得着吗。	1
144506	四十四打五，我们也有挂机的。	1
144507	我尽量演的像一点	1
144508	我在摙习当演员	1
144509	你爸爸我是来演的	1
144510	我们那里不送我就不举报你。	1
144511	我就想知道白起是怎么送的	1
144512	我挂机了一会…	1
144513	孙策去送两个头，让我拿MVP。	1
144514	苏烈苏烈，不要送啊，我还差一星就荣耀了。	1
144515	因为我不想嵩。	1
144516	我带她送靭头	1
144517	信柨信我一来我就送人头了。	1
144518	你们就送吧，反正我感觉你们段位都很高。	1
144519	你们不推塔还说我送	1
144520	我信你个鬼，你就是故意殥的。	1
144521	我又不是送的，是勾过去的	1
144522	渥点了，你在家里挂着就好了。	1
144523	现在要开始我的表演了。	1
144524	不需要了我去送	1
144525	闻得我先送三个可以吗？	1
144526	我又送行不	1
144527	我好想要这个皮肤谁能送我。	0
144528	要是不送我能这么打吗	1
144529	项羽你别给我送了。	1
144530	我吧我送进去了	1
144531	给我人头，我一会演，好不好	1
144532	我一个肉叫送人头？	1
144533	小胡胡送喔皮肤	0
144534	我演个失误让对面出来	1
144535	去给对面AD送起飞我相信你	1
144536	我凇抢	1
144537	我浪了吗，我也就才送了一个	1
144538	杀黄忠一次，我送一次。	1
144539	你先送我一血。	1
144540	赵云，我知道你在那蹲了好久，但是我想送你	1
144541	他赢了送我就行	1
144542	真的是送人头，你都打不过我。	1
144543	再不换线，我去送。	1
144544	过来给我帮忙，别去送人头	1
144545	对面谁要人头，我送给他。	1
144546	送吧，我也送了	1
144547	来中路送我保证不举报	1
144548	我说我送？？	1
144549	对面稳住我送你们飞	1
144550	我挂机了，你也别叫我。	1
144551	要不一会我就挂机了	1
144552	我们都直接挂机好不好。	1
144553	我不玩了不玩了中路送了两个人头	1
144554	行啊，你在抢我就送我不管。	1
144555	我送篰行呀	1
144556	我这句玩个射手都相送的	1
144557	去上路送比我在下路送好	1
144558	耸你大的贵，你给我等着。	1
144559	对的，我开挂了	1
144560	我不就挂机一会，好欺负？？	1
144561	我就是看你婄爽就演你的懂吗。	1
144562	我怎么送关你diao事	1
144563	对面韩信开挂，我要举报你。	1
144564	我餸？？？不清理兵，塔没了	1
144565	没看我残了只要1下就挂了	1
144566	这叫我送，你们一个个幤谁跑的都快	1
144567	比我还菜居然算是演哈哈哈	1
144568	我就负责送人头就对了	1
144569	我二技能可以送你回家。	1
144570	那你送我一个皮肤吗。	0
144571	我啥时候送人头了，我们哪不是推塔呢吗。	1
144572	别人准备送我一个。	1
144573	你带着我送了我的一血	1
144574	那不成了我们开挂了嘛	1
144575	那我挂机完了	1
144576	再打我野我送信不信。	1
144577	他抢经济我会挂机？	1
144578	羽我感觉剐关系有点亏	1
144579	我直播间粉丝给我送血瓶了。	1
144580	谁再来我中路我就送。	1
144581	我们送是你猪。	1
144582	不投的话我也会gua机照样会输	1
144583	对面滴你门要送一点人头，然后我在。	1
144584	几个大招全部用完了人头只能残血没人收我送	1
144585	对面这王昭君真恶心，我让他送了你还想怎么	1
144586	李白你怎么不送我五硰呀。	1
144587	你们一直送能怪我。	1
144588	浩啊，那我挂机喽	1
144589	我很尽力的再演了	1
144590	我上去送你们随意	1
144591	我可不想某些人送坦克	1
144592	辅助我觉得你直接挂机好了	1
144593	不想好好玩我就送	1
144594	我精神不是挂机啊	1
144595	我是卡送那么多人头，你们都打不赢了。	1
144596	我这个一血送的快不快。	1
144597	送我们全队一半的人头。	1
144598	你输了送我288的	1
144599	我挂机算了哈	1
144600	我又没说我会玩，我只是来演你们看你们三个	1
144601	对面滴快送我回城买装备。	1
144602	兵线不看去送先在怪我了？	1
144603	我随便送了鱼牛笔前期不跟我	1
144604	诸葛亮能送我个战令蚂	1
144605	自己送人头，怪我	1
144606	你松我一个八十八皮肤给你一百块钱。	0
144607	派他来寅我们	1
144608	不送个你我怕你跳楼	1
144609	韩信你叫我们别送你先别送啊。	0
144610	不出辅助装你爱去哪去哪来上路我就送	1
144611	早在送一个是不是啊，我双招都在你们看我带	1
144612	看见我挂	1
144613	夭是挂机还是怎么	1
144614	没看到我这边有人送吗？	1
144615	残了不回家来我下路送	1
144616	不来上路我不送了	1
144617	你们打慢点，沃在送点人头	1
144618	那个送一血的小伙子，你给我出来。	1
144619	我俩挂机了举报的。	1
144620	我怕会送一血。	1
144621	别同我们挂机了一个。	1
144622	谢谢吕布送了个人头给握们的狗荆轲	1
144623	对面滴开挂了吧，我这边卡死了。	1
144624	不是我把她送晕。	1
144625	人机不开挂能打得过我吗。	1
144626	送卧可以不	1
144627	公孙离大哥我们放你挂机，谢谢。	1
144628	平时我早挂ji了	1
144629	让媉送一个？	1
144630	你送我一个皮肤吗。	0
144631	给我上路带你飞，你可以去挂机了。	1
144632	队友每次都要我去送吗	1
144633	不保护我，等下兰陵王来切我别说我送	1
144634	我一个人守家吧，我出去是送人头的。	1
144635	反正龌家都演员	1
144636	那我们都送吧，儿子们。	1
144637	吕布，我大都给你别我送。	1
144638	开大让我们送死。	1
144639	捰去送我都乐意	1
144640	我们经济比他好，居然都不团还一个个送。	1
144641	天呐你能不能送我回家	1
144642	我想送的么	1
144643	我昨天也被抢位置的人演了	1
144644	你们我本来想送给那个后羿的	1
144645	无所谓的啦，我可以送。	1
144646	那我自闭挂机了	1
144647	韩信挂机我才知道	1
144648	我服了挂机。	1
144649	拿我蓝去送吗弟弟？	1
144650	亚瑟你挂机，我们可以赢。	1
144651	我送了一个人头给你们	1
144652	看看我的战绩多了一个人都没杀送了七个	1
144653	你看我挂机了	1
144654	亚瑟咱们俩一起送吧，一会儿我给你买糖吃。	1
144655	那我就要送了哈哈	1
144656	干嘛送我回水晶。	1
144657	对面中单你没蓝Buff吧，我马上送给你。	1
144658	跑什么送我一个五杀呀。	1
144659	大家听好，我是演员。	1
144660	来举报我，举报一下送对方一个人偷	1
144661	你们是准备让我送吗	1
144662	你送完了让我去上？	1
144663	你们玩，不走我就演	1
144664	我不出克我送人头嘛	1
144665	我发现我都白白送死	1
144666	看到没貂蝉吃了偓兵线就送	1
144667	对面帮我举报猴子我给你们送。	1
144668	靠，趁我挂机的时候。	1
144669	我送的不还你死了	1
144670	没事挂机了，我们也赢不了。	1
144671	你多送点啊，我安排你。	1
144672	你们送让我偷	1
144673	不好好打我送了啊	1
144674	你要是不送人头，我们经济肯定很好。	1
144675	我们班竟然有挂机的。	1
144676	劳没看懂我那点送了	1
144677	我也开刮呗。	1
144678	韩信你要让我演吗。	1
144679	我去，这都熊送。	1
144680	投吧，我没发育起来，又不是我故意送	1
144681	给我玩白白去送了个人头。	1
144682	没关系我去前面送人头	1
144683	出肉我不也是送死？	1
144684	在抢我一直送。	1
144685	后羿你拿撯蓝Buff去送还不如给我。	1
144686	我也送够了，开始反杀吧。	1
144687	对面举报典韦，我送人头。	1
144688	要是我我们赢了你就送我皮肤。	0
144689	你送死让我跟你去？	1
144690	是我的错给百里送了个人头。	1
144691	你不给力，我不送干嘛	1
144692	鲁班别送我心啊。	0
144693	刺客别故意送我詌觉还是能。	1
144694	你送了4个了，我看的见	1
144695	我开始演了，你们准备好。	1
144696	6分钟啥中路两次我直接淞	1
144697	三送给对面阿珂我让你知道什么叫残忍。	1
144698	看你们送的那么怕还叫我怎么打。	1
144699	卧还没送呢。	1
144700	你们两个怕是演我	1
144701	送给我这个插眼专业户	1
144702	抢兵，我可以直接送。	1
144703	小鲁班你送我超神吧。	1
144704	我来送一个人头。	1
144705	我们的队友不要菘ok。	1
144706	我好挂机去	1
144707	找个大哥送我猲皮肤	0
144708	我送什么你们跑什么跑。	1
144709	那你能给我送仲夏夜之梦吗。	1
144710	送你送去爬起来举报是你又不是我。	1
144711	我的意思被你送成什么伤害了	1
144712	我好潒是来送的	1
144713	我好歹还能拿个人头呀，你钔真是能送。	1
144714	捰焖这猴子演员	1
144715	媉再也不送了。	1
144716	我们有挂机的你们就这态度？	1
144717	来一个人我是要去送吗。	1
144718	你还送人头我怎么带	1
144719	带你上星耀送我皮肤。	0
144720	你不出宝石来演我	1
144721	赢了，记得要来占我专业送分。	1
144722	我在中路已经被小乔打残了，你让我去送吗。	1
144723	土豪送我给木兰皮肤	0
144724	我又挂了。	1
144725	我没挂机，只是有点卡进不来。	1
144726	我先送一送。	1
144727	我他妈是真服不能玩儿，你们三个挂机好不好	1
144728	对面滴我来送人头了，收人头。	1
144729	橘右京他们竟然举报你来给我送人头。	1
144730	哼，我故意送给你们的。	1
144731	对面那种路我送。	1
144732	雅典娜，我求你了，别送了你是演员吗。	0
144733	典韦，你要再这么玩我就一直讼。	1
144734	上把就是他演我的	1
144735	我就是来送人头的是不。	1
144736	保护我他都挂机了，你不回来。	1
144737	谁当我干儿子我送给谁皮肤。	0
144738	帮我们举报下韩信挂机。	1
144739	我想带飞你焖你们两个挂机	1
144740	尴尬，我以为能送回去的。	1
144741	对面谁能打死路那我送你们人头。	1
144742	非要看着我挂了你们就平衡啦	1
144743	我这送的还不明显吗	1
144744	你懑觉得我演那我就演呗。	1
144745	我说了她们挂机你怎么还打我？？？？	1
144746	继续送来来来，我不怕。	1
144747	你们说我挂机你们亥能赢吗。	1
144748	我按了一下大乔传送全部过去。	1
144749	这把龌Carry你们别送。	0
144750	不好淞人头吗，我刚过来你又不打。	1
144751	我送的有点明显吗？	1
144752	我在这儿等着你来送。	1
144753	我还以为真诚送过去了呢。	1
144754	不玩了，我要挂机不玩了。	1
144755	给我的号送皮肤。	0
144756	我跟张金贵一死，你们就全挂机了，是吧。	1
144757	他是挂机的，被我逮到了。	1
144758	猪，我不管你会不会反正你只要别送就行。	0
144759	我挂上我把射手给压住了。	1
144760	你上来一顿送然后就让我们偷你觉得公平吗。	1
144761	然后你过来给我送了一个是吧。	1
144762	我妈上班回来挂机了一下	1
144763	家里有白事就给我挂机	1
144764	你们一直送要我怎样，你告诉我。	1
144765	我直接走中路送。	1
144766	要不打野我们送。	1
144767	你真的想让楃当演员	1
144768	我挂机，后羿慢慢玩吧！带我们赢哦	1
144769	我满血你捕用传送了。	1
144770	打野记得来抓上我可能会送一血。	1
144771	猴子想你越塔给我送人头。	1
144772	这把我送了对面过来拿人头。	1
144773	楃人别人送的	1
144774	不团我就送起走了	1
144775	我这里也有挂机的	1
144776	嗱我红素送？	1
144777	我菜我承认了因为我不是演员	1
144778	额，我一个人送了全队一半的人头	1
144779	伽罗一拨我后面你不能挂	1
144780	有我兰陵王挂机	1
144781	我在塔里面，他打死我了，我哪酭送。	1
144782	我们挂机了一个啊	1
144783	我懒得霉有来得及送吗。	1
144784	我送一血的时候也是这种感觉	1
144785	凯，你要是再抢我的野，我他妈挂了机。	1
144786	谁在点我直接挂机	1
144787	我去他妈有挂吧。	1
144788	我去，你们开团去送。	1
144789	我不打你送你个人头。	1
144790	我们韩信就知道送人头。	1
144791	李白挂了我居然被死人击杀	1
144792	那我们要送了。	1
144793	我这人挂机了？	1
144794	怎样你送我不行吗？	1
144795	你们这样送怪我？	1
144796	上官飞飞你演我干啥	1
144797	我他妈不回去和你一起送。	1
144798	我想t演	1
144799	我们韩信演的很好你们说是不是	1
144800	我多跟你们送点	1
144801	知道你不会送给我的。	1
144802	我牵三个，你们好挑人送	1
144803	你们4个看我一个人送	1
144804	你唱的真好，我送人头相。	1
144805	我怕你们说我挂机。	1
144806	你要这样说，我就送了，搞得我故意一样	1
144807	你自己非要来送怪我咯	1
144808	都看不见上路是吧？星，捼一直送	1
144809	等会，我挂QQ电话	1
144810	我的我的我送了	1
144811	我看你也别拿Buff了，次次都是怂。	1
144812	那你来送我人头就可以直接推了。	1
144813	对面的妹子有没有兴趣送我皮肤。	0
144814	后羿拿我Buff送人是吗。	1
144815	我跟甄姬都送了	1
144816	对不起我等会儿要吃饭，我会挂机的。	1
144817	我家貂蝉你可以不可以捕要送了少送点。	1
144818	我就是进来送的，你们放心吧。	1
144819	我是个演员吧，这。	1
144820	你们有毒吧，我就去送了。	1
144821	我过去，难道再送一个人头嘛	1
144822	我不怕我就能保护你送吧。	1
144823	不送你沃们四个就是你爸爸	1
144824	你赠送给我皮肤就行，我不买赵云。	0
144825	鲁班挂机那一刻，我已经没心情了	1
144826	我演的太明显会被举报的	1
144827	说我演员你是没对线百里	1
144828	别告诉我挂机	1
144829	我慢你们不送人家发育有那么快	1
144830	谁送我庄周的六元皮肤，拜托了。	0
144831	投什么不玩挂机，我不举报你	1
144832	我就觉得这射手根本就是演员。	1
144833	我就是过去送人头	1
144834	拿给我送朲头呗	1
144835	你们打成这样好意思说我是谁送？	1
144836	如果你不是演员，我可以把手机吃了。	1
144837	送我过去大桥，我去灭龙。	1
144838	要不要人头我送你几个。	1
144839	天啊送我个人头吧	1
144840	这是我号我演死你	1
144841	等幄多送几个。	1
144842	看着你们当上我也习惯了当送。	1
144843	我只是来练英雄对面滴没必要送给我吧。	1
144844	那等会我就演咯？？	1
144845	我他妈管你打电话了，反正你挂机的就举报你	1
144846	想拿妲己演我啊	1
144847	你们一个一个的去送还要我去吗。	1
144848	还不是你们送人头我打不过的	1
144849	多简单演我呗	1
144850	不想赢，直接说我挂机很简单。	1
144851	你自己送一血怪我？	1
144852	快点我挂觙的	1
144853	我卦极行不行，我得送我弟弟上学了	1
144854	把我送回去了。	1
144855	感谢韩信继续送我要举报。	1
144856	好了我不送你们了，	1
144857	算了，我挂机吧，这输定了。	1
144858	我送李白	1
144859	以为送我个人头呢	1
144860	反正不是我号随便送	1
144861	我关注了，等一下送皮肤	0
144862	我困了送的	1
144863	靠不知火舞我送谢谢	1
144864	我要送你一个祝福嘿嘿	1
144865	那你别打我们见面就送人头。	1
144866	来我这儿送。	1
144867	继续送我准备起来	1
144868	别送了跟着我就行。	0
144869	他们两个准备带飞的，所以我就送了。	1
144870	直接送塔给我。	1
144871	百里挂机了，别怪我啊你们。	1
144872	对面猴子我来送人头。	1
144873	咱们这边我们送你们送我吗。	1
144874	我要送你好多。******	1
144875	你送了我也送了。	1
144876	我乷一个你送一个。	1
144877	狄仁杰你能送我一个千年之狐骂。	1
144878	我被一套带走了...我真的没故意送	1
144879	李白，你可以送给我一个皮肤蚂。	0
144880	对面幄送，	1
144881	我不可能送三	1
144882	你在送我们的。	1
144883	我全局看奶妈表演	1
144884	我挂了就走啊	1
144885	要不是我们这边有好冷挂机能这样。	1
144886	懓你们，么么哒，谢谢你们送的我。	1
144887	六分投卧闷三排演员	1
144888	嗯，卧也不就送。	1
144889	我送你干嘛等下我换号你怎么找到我	1
144890	笵正我也没指望赢，随便你送。	1
144891	都给美丽，帅气，大方，可爱的我送人头了。	1
144892	钟无艳你是来衍我的吧。	1
144893	我又没事你送随便。	1
144894	韩信为什么跟着我，挂机了？	1
144895	但是我俩是真的菜不是演	1
144896	我刚才挂机了，要不是我刚才挂机我都想。	1
144897	我的队湵比我还能演	1
144898	我鏔的不专业	1
144899	我一个辅助给我送四杀。	1
144900	一哈我送你爱的抱抱	1
144901	你挂机，我们不会举报的。	1
144902	我要挂机一下了，有事	1
144903	你把他们送起来了，我怎么会这样。	1
144904	呵呵。我笑死了。饿哦怎么抓。自己送的东	1
144905	可以给我送钱	1
144906	我残血不回家，留着送人头麻。	1
144907	那我就送死就好了	1
144908	晕了她我就挂了……	1
144909	我钟馗游自瞄挂	1
144910	我草，不用这么演我吧这仨射手	1
144911	不是我送一血吗	1
144912	他说一个字我送一个	1
144913	我只是送一个让他们速推。	1
144914	我们一个挂机，投了	1
144915	要不要我也去送一个。	1
144916	还没有的，我送人头吧。	1
144917	那我不管你了你自己去送毛啊，射手。	1
144918	你可以挂机，我们4打5都能赢	1
144919	握发个毛都说不送带飞了，还要送。	1
144920	我送你婆婆。	1
144921	我一开始就说了玩马克的都是演员	1
144922	钟馗演我。	1
144923	送这么肥我能怎么办	1
144924	菜倯人我3个	1
144925	安琪拉能硹我皮肤吗	0
144926	我帮你们送	1
144927	好了，不送了我要开演了。	1
144928	我去，是不去去就送人头。	1
144929	开局就送我	1
144930	我们都在认真打你在那里送。	1
144931	诸葛亮我直接送了。	1
144932	谁可以送我一个鲁班的皮肤。	0
144933	对面谁要人头来找我，送超神	1
144934	把荵头送给我们就可以了。	1
144935	我承认夭上路菜，不是演	1
144936	我挂记得打哭猴子儿子	1
144937	我们猴儿挂机了，	1
144938	反正都是肉，我跟孙策一起去送吗。	1
144939	过去送我也是服了。	1
144940	这孙尚香在哪，我家的蓝，我就挂机。	1
144941	我跟钟馗是来演的	1
144942	木兰送我个皮肤呗。	0
144943	再送我也去送去了，我靠。	1
144944	鲉人可以送我个激活，有人可以送我个激活吗	1
144945	我们猴子挂机了啊	1
144946	我不会?不是你送?	1
144947	有演员我们。	1
144948	哎，我也讼了。	1
144949	我们队的后羿是演员吗。	1
144950	杀小桥一次，我送人头一次	1
144951	别送了我最后一把了才	0
144952	再送我就举报你啦。	1
144953	我就是喜欢送你又怎样，不服你去餸啊。	1
144954	送的话不要骂我	1
144955	大哥，我也要挂机了一部电。	1
144956	又柨是我送起来的	1
144957	送死～我去	1
144958	我家猴子是送的	1
144959	你自己出去送又怪我不团。	1
144960	我就是挂个塔而已。	1
144961	你赢了我送皮肤英雄带你玩游戏	0
144962	来来来，你家电话给我，我提前给你送个清明	1
144963	我主要是送一血的时候网真的卡了	1
144964	对不起，我又送了两个。	1
144965	我送的再多人头杀的最多也是我。	1
144966	我们遇到挂机狗了	1
144967	你们这么送，我还切的死人吗	1
144968	开局送一血还好意思说踒？	1
144969	我打算送到底	1
144970	我没有送好委屈。	1
144971	我可以躺着挂机吗。	1
144972	感谢干将莫邪送我出来。	1
144973	我们家的貂蝉上去直接送。	1
144974	我要挂机了，兄弟们	1
144975	典韦你再拿烂我就送	1
144976	送个鬼，我都没钱买	1
144977	你抢我一个人头，我送十个人头。	1
144978	我真挂机了呀	1
144979	到时候我要挂机，别怪我。	1
144980	我为什么不送	1
144981	告诉我你不是在演	1
144982	我认真时别个不是挂机就是消极	1
144983	韩信你再送我就举报了。	1
144984	我替你去死，你站在那里挂机。	1
144985	我们这场送星星	1
144986	我们来赌这个牛魔一局能送几个好不好。	1
144987	李白你是不是要送我人头。	1
144988	你们去送我来一打三	1
144989	你们举报他我就送。	1
144990	那我挂机不想赢了是吧。	1
144991	后羿和我可不可以不要送。	1
144992	我就不挂，气不气	1
144993	我家俩挂机的，不然你们不一定能赢。	1
144994	小明跟着我，不然我挂机。	1
144995	那感谢five给我送星了	1
144996	捼中路这座塔爆了，我就冲过去送人头了。	1
144997	我铕点演。。。	1
144998	你推了吧，我挂机啊。	1
144999	真的我都想送人头了	1
145000	韩信挂机去老是断我大。	1
145001	我们送分的，你们信吗。	1
145002	我方李白挂机快推。	1
145003	自己跑上去送我也看不懂你在干嘛。	1
145004	你们也他妈不来怪我送。	1
145005	我跟谁也不行挂机	1
145006	相信我她现在没有传送门	1
145007	你去送死就算了，还要拉我一起	1
145008	该配合你演戏的我竟然视而不见。	1
145009	下次你见我大残就把我送回家就行	1
145010	一直送经济，我跟不上啊。	1
145011	你别瞚我哈。	1
145012	我们能赢，别送	0
145013	百里守约你送我白龙吟，我就带你飞。	1
145014	你们不要送我带节奏。	1
145015	我拿红送给凯。	1
145016	你们耸那么多我发育尼玛啊	1
145017	你就没看到我们这边大乔一直刚开始挂机吗。	1
145018	蜗都怀疑韩信和程咬金是不是演员了。	1
145019	孙策6送的我都服了	1
145020	花木兰我们一起演吧。	1
145021	得我送呗	1
145022	看我送的明不明显啊。	1
145023	你们帮我清兵线就可以了，不要冲去送死等下	1
145024	诸葛亮在浪我就挂机。	1
145025	不行了，不行了，我要开始演了。	1
145026	用不用我送你一个头	1
145027	你比我忪得少	1
145028	在抢我野我就送人头	1
145029	别送我跟团行吗。	0
145030	你们玩你们玩我挂机了，我怖玩了，等输吧。	1
145031	我不要给东皇吸住吸住我就挂了。	1
145032	在卖我我一次我就送	1
145033	媪还以为你被喷了故意送得。。	1
145034	上把他就演渥。	1
145035	我有个习惯在赢之前我都会给对面送上三个人	1
145036	有种你过来送我四个人头	1
145037	我们这边远演员多。	1
145038	我这人从来不买皮肤都是参加活动送的。	0
145039	你说这句话我，想挂机	1
145040	我先送你几个人头吧，让你发育。	1
145041	给我往死了送送到他们投为止	1
145042	能走我不走，我送了。	1
145043	我方有两个挂机，你信吗。	1
145044	为什么要把他送到我面前	1
145045	我再玩该送了，	1
145046	你们去送一波，我要去送。	1
145047	有点事我要挂机了，对不起啊	1
145048	你们给对面送，对面没人给我送呀。	1
145049	上路这么经济送给我行吗。	1
145050	你咳举报我后羿你看你送的	1
145051	猴子你多来下路下路塔，我直接送你们。	1
145052	嗯，我就送人头，我送人头，送死他们。	1
145053	我是被抓。不是送	1
145054	张宝利挂机了，要我带着。	1
145055	那好，我挂机，你带飞	1
145056	对面帮忙举报一下我们挂机安琪拉	1
145057	演员我的梦想。	1
145058	你俩前期送这么多人头给阿珂，我怎么打。	1
145059	我给你表烻个原地起飞	1
145060	来我们两个比比看谁送的人头比较多。	1
145061	别出来送卦机，我不会举报你。	1
145062	我现在就送人头反正也玩不了	1
145063	我说你送了？	1
145064	我大招你们就打我辅助挂了，没事儿。	1
145065	让我和你们一起送吗。	1
145066	你死了六次我说你是送？	1
145067	媳妇好会玩，我好想打送。	1
145068	你们露娜挂机了吗。��呀我的天，宝贝我又	1
145069	亚瑟可以啊，我们送了你多少人头。	1
145070	我这几个大汉全是伽罗的菜，他居然挂机。	1
145071	我去晕他一下加血强杀他一波他挂机呢。	1
145072	我不得给你餸嘛	1
145073	来中路。我送。快来。快推了	1
145074	随便送我也天秀。	1
145075	我没肬技能过去送人头吗。	1
145076	吕布你在打野我一直送	1
145077	抢尼玛我送吧	1
145078	过来我就送人头了。	1
145079	大龙没了，我就送人投。	1
145080	有钟馗皮肤吗送我一戈	0
145081	我没事做，假装挂机干什么。	1
145082	我们这还有个挂	1
145083	露娜送Buff送的我都不好意思。	1
145084	李白能送我个皮肤吗？	0
145085	赢了送我就不信了	1
145086	我没血会去送死吗	1
145087	其实送上只要保护好我可以。	1
145088	我们这边挂机一个人。	1
145089	你当导演呢看我表演	1
145090	你别给我送人头啊真的是	1
145091	我真的搞不懂你刚刚为什么不救我，然后去送	1
145092	我送了全队一半的人头吗。	1
145093	你们要送我也送可以罢。	1
145094	我居然送人头，，，	1
145095	要不要我送人头给你？	1
145096	你给我滚想去哪去哪再来下路我送对面超神	1
145097	怎么在抢我野，我就送了。	1
145098	我送学生夏侯惇夏侯惇发育起来了。	1
145099	是拿个儿子说我演的我说过吗？	1
145100	我抓人，你们也别送了。	0
145101	大仙沃四百六送一。	1
145102	如果我挂机了，证明我抽血去了	1
145103	你刚送我两个人头吗。	1
145104	你刚才不是挂机了一会儿嘛，所以我我怕你不	1
145105	那我演一下，我这号扣分	1
145106	哇，我都挂机两分钟，你们怎么回事？	1
145107	不走我送	1
145108	看出我在送	1
145109	对面鲁班送我敋皮肤吗。	0
145110	难道是我个人表演赛	1
145111	我的战绩送给猪八戒	1
145112	对面就是菜看我表演。	1
145113	等你送我呢	1
145114	你们送的比我发育的都快	1
145115	你可以屏蔽我的发言也可以挂机我随便你。	1
145116	我就是演你俩的	1
145117	我有可能也会挂机，别举报我。	1
145118	下次请把我直接送回来	1
145119	再送我也。	1
145120	我挂不挂机你在哪话多什么	1
145121	送你们人头都杀不死我。	1
145122	安琪拉你挂岋我举报你。	1
145123	我先挂一下机，我去停下车。	1
145124	大家别送人投我保赢	0
145125	别人送我冰封战神段位，高二十八的我都感觉	1
145126	我先去挂机了	1
145127	我是个专业送人头的	1
145128	搞得我上去送	1
145129	你下单难道我挂机	1
145130	我也是醉了，不是这个挂机就是那个挂机。	1
